tweet_id_customer,customer_text,clean_text,support_reply
1646800,I really need to do laundry. But I'm waiting on a package from @115821 That should have been here &amp; I don't want to possibly miss it !,I really need to do laundry. But I'm waiting on a package from That should have been here &amp; I don't want to possibly miss it !,"@503173 Hello Devon, what is the delivery date and order status? You can view this here: https://t.co/Y5jpI9gRhE ^AR"
1262242,@AmazonHelp please can you provide customer service phone number. I need to speak urgently with someone about replacement also damaged,please can you provide customer service phone number. I need to speak urgently with someone about replacement also damaged,@415654 Please reach us here:  https://t.co/JzP7hlA23B ^CD
1456404,@AmazonHelp I have sent u details many times. But nobody contacted me. Pathetic service.,I have sent u details many times. But nobody contacted me. Pathetic service.,"@458033 Please check your inbox for the same. If not received, please share your details again. We'll check &amp; assist. (2/2) ^SV"
2726808,@115830 have been told by Hasmi at eastern call centre that I will have to wait 6 hours for an email from his 'supervisor'.  Asked for a name and told not given out it can be anyone in Amazon so it's not really a supervisor,have been told by Hasmi at eastern call centre that I will have to wait hours for an email from his 'supervisor'. Asked for a name and told not given out it can be anyone in Amazon so it's not really a supervisor,"@764554 Hi, we'd aim to answer emails within a 6 hour time frame. Did you ask to be transferred by phone to supervisor? ^TS"
436950,@AmazonHelp in great india sale amazon pay cashback of 10%,in great india sale amazon pay cashback of %,"@218764 Thanks for the revert, Kunal. Could you let us know what went wrong so that we can assist you? ^NK"
1380289,"@AmazonHelp Hi @AmazonHelp, Please make sure these items must get pick up. Order # 402-7372436-8500315,
402-5950542-4650755. Amazon.in","Hi , Please make sure these items must get pick up. Order # - - , - - . Amazon.in","@413729 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^SY"
1754270,"@AmazonHelp @115850 

Hello Team is there any activity going on, as i see 0 rs/- in my amazon pay.","Hello Team is there any activity going on, as i see rs/- in my amazon pay.",@423183 Apologies for the inconvenience. Connect with our Customer Service here https://t.co/O5oyeIOpfI we would be glad to help. ^KK
1125118,"@AmazonHelp FYI, I have clicked the link. Done the details.","FYI, I have clicked the link. Done the details.",@385295 We will reach out to you very soon and thank you for your patience here. Please keep an eye on your emails.^GA
183435,@AmazonHelp Bought LG Q6 on 18 September with No Int. EMI. While checking out Use wallet was automatically checked and now the support wont make it EMI,Bought LG Q6 on September with No Int. EMI. While checking out Use wallet was automatically checked and now the support wont make it EMI,@159137 We apologize for the mismatch. Allow our support team to investigate . You can report this here: https://t.co/R3EfhzgU8B ^CB.
2907792,@115830 why do your driver's lie? Twice 'tried to deliver' apparently. Due before 8pm both emails sent after 8. Please help,why do your driver's lie? Twice 'tried to deliver' apparently. Due before 8pm both emails sent after . Please help,@805128 This is definitely not what we want to hear. I'm sorry for the delay. We'd like to take a closer look into this with you. Please contact us via phone or chat: https://t.co/JzP7hlA23B ^KB
2511590,"@AmazonHelp He kept telling me to go to Google and Facebook and YouTube to prove I'm on wifi because your devices don't do this unless they're disconnected from wifi. -_- I have never been deregistered because I lost wifi range. ""John"" is an ass who ""doesn't entertain swearing.""","He kept telling me to go to Google and Facebook and YouTube to prove I'm on wifi because your devices don't do this unless they're disconnected from wifi. -_- I have never been deregistered because I lost wifi range. ""John"" is an ass who ""doesn't entertain swearing.""",@412235 What is the device's software version number? You can check to make sure it is up to date here: https://t.co/73K8PcW3VX ^DD
387982,.@AmazonHelp package still ain’t here boi,. package still ain’t here boi,"@207830 I'm sorry for any inconvenience, Emma! Have we missed the estimated delivery date given at checkout/in your e-mail? ^FD"
1880190,@AmazonHelp I couldn't it just cancelled my order. There was no option of I would have done that. Why when you click buy doesn't it allow you to select,I couldn't it just cancelled my order. There was no option of I would have done that. Why when you click buy doesn't it allow you to select,"@561154 Hi Helen, you can update your 1-Click settings for future orders using the info here: https://t.co/6OaY1wj6XY ^TS"
780815,"@115850 4th awful experience, in a row. Order delivered as per you but I didn't receive it. Pls cancel the order and reverse my money(1/n)","4th awful experience, in a row. Order delivered as per you but I didn't receive it. Pls cancel the order and reverse my money( /n)",@306421 That's quite an unpleasant experience you've had with us. Let us help you out. Please drop your details here: (1/2) ^VM
1334342,What’s the point of 2 day shipping if your going to ship the order 12 days after I place it? @AmazonHelp,What’s the point of day shipping if your going to ship the order days after I place it?,@431274 Oh no! Have we missed the delivery date provided in the confirmation e-mail found here: https://t.co/DOPhmbFo2I ? ^LB
1702186,"@AmazonHelp You’ve sold me two faulty items and it’s going to cost over £80 to return, we cannot afford this! Ridiculous","You’ve sold me two faulty items and it’s going to cost over £ to return, we cannot afford this! Ridiculous",@222540 I'm very sorry for this experience. Were the items shipped and sold by Amazon or a Marketplace seller? ^DO
1356326,@AmazonHelp It’s not just me. It’s a frequent problem at my condo building (600+ units). USPS UPS Fedex all reliable. AZ Logistics constantly problem.,It’s not just me. It’s a frequent problem at my condo building ( + units). USPS UPS Fedex all reliable. AZ Logistics constantly problem.,"@436247 We understand your concern. Giving us more details using the link ^RM provided, will allow us to look into this further. ^AC"
139043,"@AmazonHelp My order was already reached at your fulfillment center.
It's completely bullshit",My order was already reached at your fulfillment center. It's completely bullshit,"@147331 In that case, kindly reach out to our support team here: https://t.co/vlvfJr4nN9 and we'll get this checked for you. ^PB"
344370,"@AmazonHelp Carrier AMZL US
Tracking #TBA476322998000",Carrier AMZL US Tracking #TBA476322998000,@197844 Thanks for confirming. We'd like to escalate this further. Please send us the order details here: https://t.co/P3Ks1LtdGA ^BH
1404746,I think personally @115851 is going to deliver this product so its taking time to get delivered.😂 Waiting for you #JeffBezos @AmazonHelp https://t.co/QviPxOYzYR,I think personally is going to deliver this product so its taking time to get delivered.😂 Waiting for you #JeffBezos,"@295979 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public (2/2)^BA"
131660,"Hi @115850 Please check my conv. with your #Customerservice &amp; tell me 
1 How come 5-10 days from 17th Nov. constitute to 1st Dec.?
2 When an item takes max 2-3 days to reach me, why it takes 5-10 days to reach you?
Are you running some different maths here? #CustomerExperience https://t.co/hFiaMGt9nj","Hi Please check my conv. with your #Customerservice &amp; tell me How come - days from 17th Nov. constitute to 1st Dec.? When an item takes max - days to reach me, why it takes - days to reach you? Are you running some different maths here? #CustomerExperience",@145691 We are sorry you feel that way. We understand you are yet to receive the refund of your order. Let us investigate this further and help assist. Kindly fill in your details here https://t.co/fN2jju3Ymx and we'll reach out to you for assistance. ^VM
1439140,If it's going to take 5+ days for my prime package to get here when ordered within the business days then why keep my membership?😡 @115821,If it's going to take + days for my prime package to get here when ordered within the business days then why keep my membership?😡,"@453982 We're here to help! Just to clarify, have we missed the expected delivery date that was e-mailed in your order confirmation? ^AL"
1271613,@115821 I'm missing an item purchased from a registry. How do I look into that?,I'm missing an item purchased from a registry. How do I look into that?,"@417698 Thank you for contacting us. We are here to help! Just to clarify, which registry are you missing an item from? Baby, wedding etc. ^SC"
2555205,@AmazonHelp I mean ive ordered stuff from amazon all the time and it never takes two days just to put the package in the mail,I mean ive ordered stuff from amazon all the time and it never takes two days just to put the package in the mail,"@725593 I certainly understand, Samantha. I'm sorry for the wait. However, product availability, additional preparation time, severe weather, and carrier capacity can all affect your delivery date. Please let us know if we miss the delivery date provided! ^VF"
1261153,"It's like I got effed both ends, I lose 34 bucks cuz @115821 charged me three days before #SuperMarioOdyssey but I'm not getting my 2 days!","It's like I got effed both ends, I lose bucks cuz charged me three days before #SuperMarioOdyssey but I'm not getting my days!","@351858 Hi, Marty! Have we missed the expected delivery date? You can find out here: https://t.co/Y5jpI9gRhE Please let us know. ^KL"
2279446,Amazon Prime ain't always so prime: Ordered 11/8. 11/9 1228: Arrived @ Amazon facility (local) 11/10 0243: Departed Amaz. facility 0318: T/F to USPS for final del. 0421: @ carrier facility (still local). Now: 11/11 1322--no further update.,Amazon Prime ain't always so prime: Ordered / . / : Arrived @ Amazon facility (local) / : Departed Amaz. facility : T/F to USPS for final del. : @ carrier facility (still local). Now: / --no further update.,@565003 I am so sorry for the trouble with your shipment! This is not the experience we hope for our customers. Can you please confirm what the initial provided delivery date was: https://t.co/b0f80O7AsN? ^ST
206082,"So I Pre Order my Xbox one X @115821 back in Aug Expecting it tomorrow all looked good till last min its changed till Wed, Never Again! 😡","So I Pre Order my Xbox one X back in Aug Expecting it tomorrow all looked good till last min its changed till Wed, Never Again! 😡",@164802 Sorry to hear this - did you receive an email explaining the delay ? ^TD
1830546,Prompt resolution within 24 hours with pickup as well as replacement for Fire TV Stick. Thank you Amazing #AmazonIndia #amazonprime,Prompt resolution within hours with pickup as well as replacement for Fire TV Stick. Thank you Amazing #AmazonIndia #amazonprime,@549313 You're welcome. Good to hear the issue is resolved. ^SH
30520,@AmazonHelp Your return pickup for 407-4463037-6609940 has been scheduled for 02-Nov between 1-4PM. Why am I called that it will be picked in next 1 hr?,Your return pickup for - - has been scheduled for -Nov between -4PM. Why am I called that it will be picked in next hr?,@122720 We'll not be able to check your information over Twitter. Request you to share your details in the link provided earlier. ^GK
453387,@AmazonHelp Ooooo yes they have it still doesn’t help when you were expecting delivery!!!!!,Ooooo yes they have it still doesn’t help when you were expecting delivery!!!!!,"@222570 What was original delivery estimate as per the order confirmation? 

- Ben"
2379843,@AmazonHelp I had ordered package because it was being delivered on 14th Nov. If the order is late it's of no use for me. You guys don't understand the importance of time.,I had ordered package because it was being delivered on 14th Nov. If the order is late it's of no use for me. You guys don't understand the importance of time.,"@123358 I understand the need for the order, Akshay. Kindly reach out to our support team here: https://t.co/2t6DQoUmNZ we'll look into it. ^AP"
1751602,"@115830 I ordered a copy of @69997 latest book but tho Amazon said it has been delivered, it hasn't. How can this be addressed?","I ordered a copy of latest book but tho Amazon said it has been delivered, it hasn't. How can this be addressed?","@331458 Oh no! Just to clarify, have you tried locating the parcel using the tips listed here: https://t.co/IcKYyHdrsm ^AL"
109909,@AmazonHelp So you're ignoring the fact that you've not refunded the delivery cost? 🤦,So you're ignoring the fact that you've not refunded the delivery cost? 🤦,@140399 We'd be happy to look into all options with you. Please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC
1860171,@115850 waiting for delivery of order no. 408-3809259-1049159. Customer care representatives are helpless. Very bad experience with @115821,waiting for delivery of order no. - - . Customer care representatives are helpless. Very bad experience with,@556093 consider them to be personal information. Our Twitter page is public. 2/2 ^SH
1325484,"@AmazonHelp Got wrong products. I asked for replacement, haven't received pickup. It over 2 weeks and your company are delaying further. 🤬🤬🤬","Got wrong products. I asked for replacement, haven't received pickup. It over weeks and your company are delaying further. 🤬🤬🤬",@429295 Sorry to hear that. Which Amazon website did you use to request replacements? ^BM
384535,@115850 Why on earth has my order been declined despite payment being processed by my bank? Ridiculous policy. Need a response NOW.,Why on earth has my order been declined despite payment being processed by my bank? Ridiculous policy. Need a response NOW.,@207044 I completely understand your disappointment. Kindly contact us here https://t.co/00q4Sqj9zL and we'll look into it. ^RD
1835943,Dnt wry @115850 anyhow I am surely receive refund in my bank account frm pay balance.i m ready for anything court/FIR watever I need to do https://t.co/CMSTW80COR,Dnt wry anyhow I am surely receive refund in my bank account frm pay balance.i m ready for anything court/FIR watever I need to do,@164814 Your funds will be subjected to all the conditions mentioned here: https://t.co/Rn4tFzm2bH. 2/2 ^MJ
351453,@AmazonHelp Nothing helpful i found...,Nothing helpful i found...,@199605 I'm sorry for the trouble. Kindly reach out support team via chat or email using the link shared earlier. ^SB
1020161,@AmazonHelp it says USPS. they both were assigned to that.,it says USPS. they both were assigned to that.,"@224801 Thank you for clarifying. As it hasn't been scanned out for delivery yet, it will most likely be delivered Monday. If it doesn't arrive, or for direct assistance, please reach us via phone or chat here: https://t.co/hApLpMlfHN ^HS"
1180550,@AmazonHelp I ordered something on Prime with 1 day shipping but the order says it will arrive on Oct 30th (that’s 6 days). What?,I ordered something on Prime with day shipping but the order says it will arrive on Oct 30th (that’s days). What?,@154292 Our shipping speed refers to transit time in business days. For more info on our shipping here: https://t.co/Wej8flJMap ^AG
1195142,@AmazonHelp how does a link to yr site help? I can't access it.Do you read yr forums? Not just me exp this issue. Email# to call __email__,how does a link to yr site help? I can't access it.Do you read yr forums? Not just me exp this issue. Email# to call __email__,"@400845 Hi, that link requires no login. You can select 'I cannot login to my account' and you will see our contact number. ^JJ"
918180,"@115830 you guys are getting worse and worse.  Awful delivery service, awful returns procedure, and wont talk to me despite using my money","you guys are getting worse and worse. Awful delivery service, awful returns procedure, and wont talk to me despite using my money","@337982 I'm sorry for the poor experience! W/o giving personal or acct specific information, can you tell us what's going on? ^LB"
2805851,@AmazonHelp My package isn't here as promised.  Chat disconnected.  Phone support transferred me to synch bank(?).  Not sure I want to pay from prime to be so abused by Amazon staff.,My package isn't here as promised. Chat disconnected. Phone support transferred me to synch bank(?). Not sure I want to pay from prime to be so abused by Amazon staff.,@782570 I am really sorry for this poor experience. You can provide feedback to their manager through the survey which has been e-mailed to you. We'd like to help! What is the expected delivery date for your order? ^JP
1543264,I WANT TO ACTIVE AMAZON PRIME ON MY LG SMART TV HOW TOH ACTIVATE @119625,I WANT TO ACTIVE AMAZON PRIME ON MY LG SMART TV HOW TOH ACTIVATE,"@478096 You can watch Prime Video on 2015 and 2016 smart TVs from Samsung, Sony, and LG. (1/2)^SQ"
231769,@115830 - was all this packaging really necessary?!!! https://t.co/1UZi445HTQ,- was all this packaging really necessary?!!!,"@171203 Hi, sorry to see that, it looks excessive. Please submit more feedback here: https://t.co/fxgZ6hTrFA. ^JJ"
2391274,"@AmazonHelp As I said before, I've already left my comments on your website. You've the order #. On that basis, if you can take action, do it. Else drop it - I'm not going to waste any more time leaving the same comments somewhere else on your your website.","As I said before, I've already left my comments on your website. You've the order #. On that basis, if you can take action, do it. Else drop it - I'm not going to waste any more time leaving the same comments somewhere else on your your website.","@688731 I understand your concern. However, we'll not be able to access your account details being on Twitter. I request you to fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. ^RI"
1271145,"@115850 Nobody came to collect so even complained about it.. but still no response..
Please do something",Nobody came to collect so even complained about it.. but still no response.. Please do something,@417611 I’d like to help you on this; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^SY
1547219,"@115850 we are facing problem in pickup for last 3 days. No one came for pickup, orders on verge of cancellation, pls help","we are facing problem in pickup for last days. No one came for pickup, orders on verge of cancellation, pls help",@479065 I'm sorry that the pick up hasn't been completed. Kindly report this to our support team here: https://t.co/vlvfJr4nN9. ^AR
2131772,@AmazonHelp But there’s no way of me finding out without asking them?,But there’s no way of me finding out without asking them?,"@627369 Yes, they would have access to the tracking information for the order. ^JJ"
2165915,Hey @115821 ordered a present with a prime on Monday for a party today...still not arrived 😡 your tracking system is shocking!,Hey ordered a present with a prime on Monday for a party today...still not arrived 😡 your tracking system is shocking!,"@635694 Sorry to hear that, what's the current status of the tracking: https://t.co/aaDyEz1VgE? ^JJ"
1838546,@AmazonHelp Can you help me check the status of my return?,Can you help me check the status of my return?,@532137 We can look into that for you. Get in touch here: https://t.co/hApLpMlfHN and we'll be happy to help. ^RS
930123,"@AmazonHelp Over the past 3 days I've wasted 2 of those days waiting in for deliveries that were with your couriers (as per tracking information), one turned up 24hrs after it was supposed to, the other which was due to arrive yesterday might now not arrive until the 24th ! #AWFULSERIVCE","Over the past days I've wasted of those days waiting in for deliveries that were with your couriers (as per tracking information), one turned up 24hrs after it was supposed to, the other which was due to arrive yesterday might now not arrive until the 24th ! #AWFULSERIVCE","@340676 We certainly don't intend for this to happen. We're not able to view your orders via Twitter. However, please reach us here: https://t.co/JzP7hlA23B so that we may take a closer look! ^AB"
2893244,"@AmazonHelp New date; friday, this is shocking service!","New date; friday, this is shocking service!",@137087 Does the tracking advise what is the delay? Did you get any emails about it?^MA
107311,@AmazonHelp this is what happens with your courier.extremely frustrating.im loosing faith on @115850 https://t.co/cd8IFKsSWQ,this is what happens with your courier.extremely frustrating.im loosing faith on,"@139834 Sorry to know the order is undeliverable. Kindly fill in your details here: https://t.co/GIJyeYqKE0, and I'll look into it. ^NR"
1763853,@AmazonHelp waiting for a delivery since Sat. Failed attempts but no deliveries attempted. I have cctv. Can’t email or call amazon!!,waiting for a delivery since Sat. Failed attempts but no deliveries attempted. I have cctv. Can’t email or call amazon!!,@530642 I'm sorry your order hasn't been delivered. What does the latest tracking show here: https://t.co/aaDyEz1VgE? ^VS
2742967,"A 3rd Party Seller tried some shenanigans with a hard-to-find Lego set, and @amazonhelp took care of it with outstanding customer service, again.","A 3rd Party Seller tried some shenanigans with a hard-to-find Lego set, and took care of it with outstanding customer service, again.","@768317 We appreciate you letting us know things are sorted, Ethan! Please don't hesitate to contact us again if you need any help! ^CS"
1773762,"@133929 My shipment from @115821 US stuck in Mumbai, India for some custom clearance. Have updated required KYC details on Amazon as per email. Amazon orders page also says ""Contact you carrier"". Hence reaching out to you. Can you please help asap?","My shipment from US stuck in Mumbai, India for some custom clearance. Have updated required KYC details on Amazon as per email. Amazon orders page also says ""Contact you carrier"". Hence reaching out to you. Can you please help asap?",@283717 Please keep us posted. We want to make sure you get your delivery.  ^AF
990368,@AmazonHelp The e-mail stated it would be valid until October 22. So a little help would be appreciated! 2/2,The e-mail stated it would be valid until October . So a little help would be appreciated! /,@354593 Were you provided a promotional code in that email or anything to provide to signify that it should've been free of charge? ^ZW
69770,@115830 where's my order? Very poor customer experience on your Black Friday deals. Surely you should be prepared for this demand?!,where's my order? Very poor customer experience on your Black Friday deals. Surely you should be prepared for this demand?!,"@131805 I am sorry that you haven't received your delivery yet, Charlotte! What was the original delivery date given at checkout or our email confirmation? Were the items sold by Amazon or third-party seller? You can check here: https://t.co/aaDyEz1VgE ^FR"
523497,"Not gonna lie, this @115821 Fire HD 8 might be the best $50 I've ever spent on a mobile device. Snappy enough for everyday use, and extremely capable with @133716 installed.","Not gonna lie, this Fire HD might be the best $ I've ever spent on a mobile device. Snappy enough for everyday use, and extremely capable with installed.","@240970 That is so good to hear, Jimmy! Shouldn't you have waited to open it though? :)  I hope that you enjoy the device and all of it's features for a long time! ^TL"
778877,"@AmazonHelp 404-3961105-5041122   Until now amazon requesting customer to return the faulty product, you guys able to deliver but pickup ?","- - Until now amazon requesting customer to return the faulty product, you guys able to deliver but pickup ?","@215401 Due to certain courier constraints, we're unable to arrange a return pick up for certain pin-codes. 1/4^AP"
986887,@AmazonHelp I done before also .. u send me link i fill all details still u guyz cant reslove the issue. I m not even getting single call from amazon,I done before also .. u send me link i fill all details still u guyz cant reslove the issue. I m not even getting single call from amazon,"@328920 I have checked thoroughly but I'm afraid we haven't received your details. Please sign in to your account,(1/2)^SF"
195318,@AmazonHelp it is 7:22 and my package says today by 8 pm I'm gonna fight,it is : and my package says today by pm I'm gonna fight,@161907 Thanks for reaching out! Please let us know if the order has not arrived by the given time. ^GG
1476901,"@AmazonHelp I did an online chat on Wed got lied to saying you would attempt Thurs, no attempt was made, rang Thurs got lied to driver did not come back","I did an online chat on Wed got lied to saying you would attempt Thurs, no attempt was made, rang Thurs got lied to driver did not come back",@462914 I'd like a member of our team to help you. Please provide information via this secure link: ​https://t.co/0WSTelASeh ^SE
389628,@115850 your customer service disappoints me every time.,your customer service disappoints me every time.,@208232 Our apologies. Could you tell us more about your concern for better assistance? ^YP
2397202,"so i ordered a fragile neon strip light bulb and it arrived in literally a million pieces, this is the largest piece left.. thanks @115830 https://t.co/xwGVSloSFC","so i ordered a fragile neon strip light bulb and it arrived in literally a million pieces, this is the largest piece left.. thanks",@689938 I'm so sorry your parcel arrived in that condition! That's certainly not what we like to see! Please visit us here: https://t.co/wzSO9s9nyp to start the return process. ^TK
413019,It’s a real shame that @115821 can’t manage to deliver items on time. Last 3 orders have been bought with one delivery date but changed to several days later.  Don’t need my coffee maker to take a week when I have free 2 day shipping. #fail,It’s a real shame that can’t manage to deliver items on time. Last orders have been bought with one delivery date but changed to several days later. Don’t need my coffee maker to take a week when I have free day shipping. #fail,"@213579 I'm sorry about the late deliveries! Have you been able to report this to us: https://t.co/hApLpMlfHN? If so, what options or insight were we able to provide? ^EP"
1733867,@AmazonHelp The 3 orders that are currently delayed are USPS.,The orders that are currently delayed are USPS.,@523619 Sorry to hear this - please contact USPS so they can assist : https://t.co/mRrnHUJUdO ^TD
2936698,@AmazonHelp Sure waited for 13 days can also w8 for ‘time frame mentioned by ur support team’ 🙂,Sure waited for days can also w8 for ‘time frame mentioned by ur support team’ 🙂,@811390 We appreciate your understanding and cooperation. Please keep us posted. ^KK
2802347,Did not get my package on time. Thought 2 day shipping actually meant two day shipping. Not cool @115821 @AmazonHelp,Did not get my package on time. Thought day shipping actually meant two day shipping. Not cool,@781727 I'm sorry you haven't received your order yet! Can you please tell us the intended delivery date stated in your order confirmation e-mail? ^AC
2882693,@AmazonHelp You had cheated me and played with my trust you can't believe how much loss I had to bear bcoz if it next time I will never place the order by paying online,You had cheated me and played with my trust you can't believe how much loss I had to bear bcoz if it next time I will never place the order by paying online,"@752099 I understand your level of disappointment due to this experience, Deepak. It was certainly not intended. However as informed earlier, kindly revert to the email sent by the Social media team and we'll take it up further.  ^EM"
2266826,@AmazonHelp Purchased 2 Mob From Amazon. Delivers too late than any other. Parcel stucks @ a place for long time. Sometimes due to external factors. Plzzz care for it.,Purchased Mob From Amazon. Delivers too late than any other. Parcel stucks @ a place for long time. Sometimes due to external factors. Plzzz care for it.,@659790 Sorry about the delay with the order. Have you reported the delivery issue to our support team here: https://t.co/00q4Sqj9zL for assistance? ^KA
1387111,"@115850 Hello Sir/Madam, In spite of making an online payment you people have collected the money from my house holdover the cash on delivery for the below purchase and I have sent few emails regarding this issue. Please refund.
Ordered on 8 October 2017  Order# 406-1678572-9952369","Hello Sir/Madam, In spite of making an online payment you people have collected the money from my house holdover the cash on delivery for the below purchase and I have sent few emails regarding this issue. Please refund. Ordered on October Order# - -","@756664 I’m extremely sorry about this experience, Anil. Has this been reported to our support team yet? Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^MK"
2528807,@AmazonHelp Thanks for eating up my money,Thanks for eating up my money,@672173 Apologies for the experience. Please reply to the email received from us and we will help you further. ^BS
1049392,@115850  cont'd from earlier  tweet https://t.co/r1mEaiUBX7,cont'd from earlier tweet,@368022 Apologies for any delay. Please report this to our team using this link: https://t.co/vlvfJr4nN9 and we'll get back to you soon. ^RS
551977,@AmazonHelp please see my message. My parcel is set as delivered and I haven't received it,please see my message. My parcel is set as delivered and I haven't received it,@248662 We have replied to your Direct Message! We look forward to resolving your issue! ^AD
348967,"Biggest discount lightning deal on @115850 save you Rs.1
🤔🤔🤔🤔😝😝😝😝

Lightning deals are becoming jokes 🤡😎😀😁😉😊😋🤗🤗

https://t.co/BXn64d7CSE https://t.co/gFJQugLRQB",Biggest discount lightning deal on save you Rs. 🤔🤔🤔🤔😝😝😝😝 Lightning deals are becoming jokes 🤡😎😀😁😉😊😋🤗🤗,"@199064 you the lowest price, may result in fluctuations in our prices over time. (2/2) ^KA"
513452,"@115821 @116935 this is the 4th vinyl album I received that is warped! What’s going on in the warehouses and/or shipping? It’s frustrating to have to constantly return. You have a great return policy, but the time is the frustrating part.","this is the 4th vinyl album I received that is warped! What’s going on in the warehouses and/or shipping? It’s frustrating to have to constantly return. You have a great return policy, but the time is the frustrating part.","@238166 I'm sorry your vinyl arrived in that condition! Please reach us by phone here: https://t.co/hApLpMlfHN, to escalate packaging feedback, and look at available options. ^JM"
2828029,"@AmazonHelp 
ok i wait again 24 hours 
for your reply",ok i wait again hours for your reply,@787654 We really appreciate your patience and understanding. ^AM
1057950,"Impressive did my parents groceries by @115821 India
My credit card is blocked for suspicious activity lol🤦",Impressive did my parents groceries by India My credit card is blocked for suspicious activity lol🤦,@369791 I'm unable to comprehend your concern. Kindly elaborate. ^VN
2438421,If I could physically reach through a phone and punch someone it would be this person at @115821 right now.,If I could physically reach through a phone and punch someone it would be this person at right now.,"@699427 Hey Mel, I'm sorry the poor experience with us! Could you tell us a little more about what is going on? ^AR"
1365432,@AmazonHelp hi! Made an order the 26th with prime. After finishing the order I noticed it statesit will arrive monday 30.,hi! Made an order the 26th with prime. After finishing the order I noticed it statesit will arrive monday .,@437906 (1/2) If the item you're ordering isn't readily available the shipping method time will start when the item ships.
710627,@115821 you might want to talk to @115817 about #whatcanbrowndoforyou ... like leaving completely crumbled &amp; open boxes on doorsteps today 😡 https://t.co/Ol1yTUECMm,you might want to talk to about #whatcanbrowndoforyou ... like leaving completely crumbled &amp; open boxes on doorsteps today 😡,"@289931 Sorry for the poor experience, Robin. Will you let us know the condition of the item? We're here to help! ^AB"
317475,"@AmazonHelp I tried to find a customer services email address to report it, but couldn’t find one. And the chat only guides you to a phone call","I tried to find a customer services email address to report it, but couldn’t find one. And the chat only guides you to a phone call","@191769 Hi, please contact us via this link and select email at the bottom of the page:  https://t.co/JzP7hlA23B ^AT"
1096666,@AmazonHelp No help till yet from your side,No help till yet from your side,@278558 We're working on this. You shall hear back from us soon. ^HK
2469435,"@115850 Thanks, I was able to claim the warranty.","Thanks, I was able to claim the warranty.",@706424 You're welcome. Do keep us posted for any further concerns. ^SG
1001079,"@115850 where is obsens in my review ,why you not face reality. Look all how Amazon ignore reality.i am sharing some ss ,look all https://t.co/JLYxw1hrXT","where is obsens in my review ,why you not face reality. Look all how Amazon ignore reality.i am sharing some ss ,look all","@356997 Apologies for the trouble with posting the review, Sudhansu. The review will not be posted if it doesn't 1/2 ^HD"
2805117,#Amazon Packaging Is #Socially Irresponsible! https://t.co/qsdACJNZSB  @115821  @AmazonHelp https://t.co/tm7rhxy1AR,#Amazon Packaging Is #Socially Irresponsible!,@782399 We'd love to share your feedback with our Packaging team; you can even send us this picture! Please visit us here: https://t.co/RYlP0nfKDz ^AM
2931950,"Ordered something on @115830, delivery is for tomorrow but now being delivered today. Now need to rearrange my plans!","Ordered something on , delivery is for tomorrow but now being delivered today. Now need to rearrange my plans!","@434809 Hey Gary, most parcels don't require a signature so you can set your safe place or assign a neighbour: https://t.co/XuihHlIOzF. If you wish, we can also try to reach out to the carrier and get it re-scheduled for tomorrow.^MA"
2386249,"I have return an item before 17 days @115850  but the status is still showing that order has dispatch. There is no change in status. And I contacted @115850  customer care but they tell me to wait for 3-5 days repeateadly.
#what the wrong with Amazon customer care 
@115821",I have return an item before days but the status is still showing that order has dispatch. There is no change in status. And I contacted customer care but they tell me to wait for - days repeateadly. #what the wrong with Amazon customer care,"@344626 Apologies for the issue with return pick up, please share your details here: https://t.co/U3J5c5u7YE we'll look into this for you. ^SU"
2594359,@AmazonHelp my Echo Show maybe pop noises every 5-10 seconds when I play music. Any idea what this is and how to stop it?,my Echo Show maybe pop noises every - seconds when I play music. Any idea what this is and how to stop it?,"@734650 Very odd! We'd like to take a closer look at what's been going on and assist you directly, please reach us via ""Help &amp; Feedback"" in your Alexa app. ^LM"
2545345,"@AmazonHelp Nothing has updated, i receive their updates through amazon and all I know is that they currently have the package, but it didn’t come from amazon until late and it was guaranteed to deliver yesterday","Nothing has updated, i receive their updates through amazon and all I know is that they currently have the package, but it didn’t come from amazon until late and it was guaranteed to deliver yesterday",@332298 Thanks for confirming. As it sits please let us know if it doesn't arrive by scheduled delivery date tomorrow. After that feel free to contact us here: https://t.co/bnN53dG7Jv so we can review all your options via phone or chat. ^TM
543559,@AmazonHelp It is clearly not arriving today per @UPSHelp .  Please issue me a refund today,It is clearly not arriving today per . Please issue me a refund today,"@246250 Hello, Jayme! For options with your late package, please contact us by phone or chat here: https://t.co/hApLpMlfHN Let us know if you need anything! -DA"
2338869,My @115833 won't keep a connection to my wifi. :/,My won't keep a connection to my wifi. :/,@300849 Have you tried restarting the device?^CD
